synonyymit|hakusana|keskilyydi Ph|määrittely|keskilyydi Ph, RKS|venäjännös|suomennos|esimerkki|sama esimerkki (RKS)|esim. venäjännös|esim. suomennos|Sarake1|Sarake2|Sarake3|Sarake4|Sarake5|Sarake6|||||
rataz|rattahad|ra/ttahad, -ttahid|s. mon.||колёса|pyörät|ol'i üks rataz||было одно колесо|oli yksi pyörä|||||||||||
|ruga|ruga, -n, -d|s.||||||||||||||||||
|fokl|(V) fokle|s.||свёкла|punajuuri, punajuurikas|||||||||||||||
|svitil|(V) svit'il, -an, -ad|s.||фитиль|lampunsydän|||||||||||||||
|suvi|suv/i, -en, -ed|s.||||||||||||||||||
|sulg|sulg/e, -an, -ad; -id|s.||||||||||||||||||
|huomei|huomei|adv.||||||||||||||||||
|huomenentaga|(Lm) huomenen/tagah|adv. yhd.||||||||||||||||||
|huomenine|(V) huomen'i/ine, -ižen|a.||||||||||||||||||
|päivöi|(V) päivüöi ~ päivüö|s. dem.||||||||||||||||||
huondez|huondeksud|(TP) huondeksut|s. dem.||утро, утречко|aamu|||||||||||||||
huondeksel; huondeksud|huondeksuzil|(TP) huondeksuizil|adv. dem. mon.||утром, утречком|aamulla, aamusilla|||||||||||||||
|pual'|pual’/i, -in, -id; -iid |s.||||ozaita pual'ih||попасть в мишень|osua maaliin|||||||||||
|pore|pore, -gen, -t; -gid; (V) pori|s.||проталина (во льду)|pore, sula aukko (jäässä)|||||||||||||||
|ozaita|ozai/ta, -dan, -žin|v.||||ozaita pual'ih||попасть в мишень|osua maaliin|||||||||||
oza|ozaine|(TP) oza/ine, -izen; -iziden, -izid|s. dem.||счастье, долюшка|onni|||||||||||||||
|potkaita|(V) potkai/ta, -dan, -žin|v. mom.||||||||||||||||||
|reiž|rei/ži, -den; (V) rei/z'i, -tt, -den; -z'id|s.||||||||||||||||||
|reided|reid/ed, -žid ~ (V) -z'id|s. mon.||||||||||||||||||
rindantaguine|rindantagaine|(Lm) rindan/tagaine|s. yhd.||редкая сеть (в неводе)|nuotan rintaverkon takainen harvempi verkko|||||||||||||||
*-taguine|*-tagaine|*-tagaine|a. yhd.||находящийся за (чем-либо)|*-takainen|(Lm) rindantagaine||редкая сеть (в неводе)|nuotan rintaverkon takainen harvempi verkko|||||||||||
|šorp|šor/ppe, -pan, -ppad; -id|s.||||||||||||||||||
|čakk|ča/kke, -kan, -kkad; -kuoid|s.||||||||||||||||||
|möngüda|(TP) möngü/dä, -u, -i|v.||||||||||||||||||
|nenahuogam|(Lm) nenä- ~ (V) n'en'ä/huogam|s. yhd.||||||||||||||||||
|nenahuogamed|nenä- ~ (V) n'en'ä/huogamed|s. yhd. mon.||||||||||||||||||
|d'uobuda|(V) d'uobu/da, -n, -in|v.||||||||||||||||||
|čurači|čurači|adv.||||||||||||||||||
|čihv|čihv/e, -an, -ad|s.||||||||||||||||||
|tänäpä|tänä/päi|adv. yhd.||||(TP) tänäpäi rodindepäive, tänäpäi sündündepäive (LKN 273) loits.||сегодня день рождения, сегодня день появления|tänään on syntymäpäivä, tänään on ilmestymispäivä|||||||||||
|rodindpäiv|(TP) rodinde/päive|s. yhd.||день рождения|syntymäpäivä|(TP) tänäpäi rodindepäive, tänäpäi sündündepäive (LKN 273) loits.||сегодня день рождения, сегодня день появления|tänään on syntymäpäivä, tänään on ilmestymispäivä|||||||||||
|sündündpäiv|(TP) sündünde/päive|s. yhd.||день рождения,  день появления|syntymäpäivä, ilmestymispäivä|(TP) tänäpäi rodindepäive, tänäpäi sündündepäive (LKN 273) loits.||сегодня день рождения, сегодня день появления|tänään on syntymäpäivä, tänään on ilmestymispäivä|||||||||||
|sündünd|sündünde|s.||вмещение; рождение, появление|mahtuminen; syntyminen, syntymä, ilmestyminen|||||||||||||||
|rodind|(TP) rodinde|s.||||||||||||||||||
sündüntiäht'|sündündtiäht'|(Lm) sündünde/t'iähti|s. yhd.||родимое пятно|syntymämerkki|||||||||||||||
|külünemag|(TP) külün/emände (LKN 273)|s. yhd.||владычица бани|saunanhaltiatar|||||||||||||||
külü|külüine|külü/ine, -ižen, -šte; -ižid|s. dem.||банька|sauna (pieni), kylyseni|||||||||||||||
|Sündüine|(TP) sündü/ine, -izen; -ziden, -izid|s. dem.||||||||||||||||||
*-kieline|üks'kieline|(TP) üksi/kieline|a. yhd.||одноязычный, с одним языком|yksikielinen, yksinieluinen (merta)|||||||||||||||
|*-kieline|(TP) *-kieline|a. yhd.||*-язычный|*-kielinen|(TP) üksikieline||с одним языком|yksinieluinen (merta)|||||||||||
|da I|da|konj.||||anda hüväd mielte da hüväd elaigad!||дай хорошего настроения и хорошей жизни! (тост)|anna hyvää mieltä ja hyvää elämää! (toivomus)|||||||||||
|da I||konj.||||(Pn) kouz lähtimme pogostal da n'umaloih mänimme  (OLR 46)||когда мы отравлялись из погоста и шли на богомолье|kun lähdimme kirkonkylästä ja menimme rukoilemaan|||||||||||
|ižandoita|ižändöi/tä, -ččöu|v.|||isännöidä|||||||||||||||
|kari|(TP) kari|s.||омут (в пороге)|syvä kohta (koskessa)|||||||||||||||
|kare|kar'i|s.||||||||||||||||||
|tabata|taba/ta, -dan, -žin ~ (V) -z’in|v.||||magadammas tabažin (LMS 423)||я спящим застал|makaamasta tapasin|||||||||||
|burak|(V) burakko|s.||||||||||||||||||
|*-taht|*-tahto|liitep.||||ota kui-tahto!||бери хоть как!|ota miten tahansa!|||||||||||
|pera/mela|(V) perä/mela|s. yhd.||||||||||||||||||
|vana|(TP, V) van/a, -an, -ad|s.||||||||||||||||||
|peralaud|perä/laude|s. yhd.||||||||||||||||||
|peiboi|(V) peibuoi|s.||зяблик|peippo, koskikana|||||||||||||||
|hiätä|(V) hiä/ta, -dan, (Ph) -d'in|v.||||pappi hänes kaiken pahan hiäd'i (LMS 72)||священник изгнал из него всё плохое|pappi hänestä kaiken pahan hääti|||||||||||
|papp||s.||||pappi hänes kaiken pahan hiäd'i (LMS 72)||священник изгнал из него всё плохое|pappi hänestä kaiken pahan hääti|||||||||||
|häin||pron. yks.||||pappi hänes kaiken pahan hiäd'i (LMS 72)||священник изгнал из него всё плохое|pappi hänestä kaiken pahan hääti|||||||||||
|paha||a.||||pappi hänes kaiken pahan hiäd'i (LMS 72)||священник изгнал из него всё плохое|pappi hänestä kaiken pahan hääti|||||||||||
|kaik||pron.||||pappi hänes kaiken pahan hiäd'i (LMS 72)||священник изгнал из него всё плохое|pappi hänestä kaiken pahan hääti|||||||||||
ohtikkahaine, oksingahaine|ohtoi|(Lm) ohtuoi ~ (TP) ohtoi, -n, -d|s.||бодяк, репей|ohdake|||||||||||||||
|äskei|(Pn) äsküi|adv.||||||||||||||||||
|luzikaine|(TP) luzikkaine|s. dem.||||||||||||||||||
|viidik|(TP) viid'i/kkö, -kön, -kköd|s.||||||||||||||||||
igrušk, tall'ank|soit|(SP) soi/tto, -ton, -ttuo; -ttoloi|s.||гармонь, гармошка, гармоника|harmonikka|||||||||||||||
|turb|turb/e, -an, -ad; -id|s.||||||||||||||||||
|ilm|ilm/e, -an, -ad|s.||||||||||||||||||
|pakačim|(TP) pakači/m ~ (Lm) -n|s.||||||||||||||||||
|pakačimpuu|(V) pakačim/puu|s. yhd.||||||||||||||||||
|keskuč|kesku/č(č)e, -čan, -ččad; -čuoid|s.||||||||||||||||||
|šlejad|(TP) šlejad|s. mon.||||||||||||||||||
|pöcöi|pöčüöi, -n, -d|s.||||||||||||||||||
|škola|škol/a, -an, -ad; -id|s.||||||||||||||||||
|kacahtadakse|kačahtahtakse|v. refl.||||||||||||||||||
|nuotnik|huotn'i/k, -kan, -kkad; -kuoid (LMS 273)|s.||неводник, ловец неводом|nuottamies, nuotalla kalastaja|||||||||||||||
|br'uukad|br’uukad|s. mon.||||||||||||||||||
bruja|brujaine|brujaine|s. dem.||интрумент, инструментик; мужской орган|työkalu (pieni); kalu, penis|||||||||||||||
brujad; kokk, muna|bruja|bruj/a, -an, -ad; -iden, -id|s. mon.||||||||||||||||||
bruja|brujad|bruj/a, -iden, -id|s.||||||||||||||||||
kiäräč|kiär|(Lm) kiärü, -n, -d|s.||связка, пучок|kimppu|||||||||||||||
|liinankiär|(Lm) liinan/kiärü|s. yhd.||пучок конопли|hamppukimppu|||||||||||||||
|pelvazkiär|(Lm) pelvas/kiärü|s. yhd.||пучок льна|pellavakimppu|||||||||||||||
|edeh(piä)|edeh|adv.||||||||||||||||||
|edes|edes|adv.-postp.||||||||||||||||||
|eden'oi|(Lm, V) edenüöi|s.||||||||||||||||||
barčoi|koiranbarčoi|koiran/vat'uoi (NFL  515)|s. yhd.||щавель воробьиный|ahosuolaheinä|||||||||||||||
|barčoi|(V) varč/uoi, -uoin, -uoid; -oluoid; (SP) värsö/i, -n, -dü; -löi|s.||||||||||||||||||
|kuuzenleht'|kuuzen/lehti (NFL  515)|s. yhd.||лобария лёгочная|raidan keuhkojäkälä, kuusenlehti|||||||||||||||
|klever|kl’ever (NFL 515)|s.||||||||||||||||||
|tuulenkobr|tuulen/kobre (NFL  515)|s. yhd.||пясть ветра, рука ветра||||||||||||||||
raudhein, raudleht'|raudbobaine|raud/bobaine (NFL 515)|s. yhd.||тысячелистник|siankärsämö|||||||||||||||
|vorot I|voro/tte, -tan, -ttad, -al|s.||||||||||||||||||
|ezmai|(TP) ezmäi ~ (V) eez'mai|adv.||||(TP) ezmäi ligotetah sobad||сперва вымачивают одежду|ensin liotetaan vaatteet|||||||||||
|ligottada||v.||||||||||||||||||
|rida|(Lm) rida|s.||||||||||||||||||
|iän'|iä/n'i, -nen, -nde; -n'id|s.||||||||||||||||||
|verez|vere/z, -ksen, -ste|a.||||||||||||||||||
|lühüd|lühü/d, -dän, -däd; -d'iden, -d'id|a.||||||||||||||||||
|stoik|stoi/kke, -kan, -kkad; -kkid|s.||||||||||||||||||
|kasarta|kasar/ta, -dan, -žin|v.||||kassar'il kasardetah vezuoid (LMS 112)||косарём вырубают побеги|vesurilla katkotaan vesoja|||||||||||
|kassar'|kassar'/i, -in, -id; -iid|s.||||kassar'il kasardetah vezuoid (LMS 112)||косарём вырубают побеги|vesurilla katkotaan vesoja|||||||||||
|kaššal'|(V) kaššal'/i ~ (TP) kaššal/i, -in, -id|s.||||||||||||||||||
savak|kosteli|(Lm) kostel'i|s.||||||||||||||||||
|tuulda|tuul/da, -lou, -l'i|v. yksip.||||||||||||||||||
|mügr|müg/re, -rän, -räd; -rid|s.||||||||||||||||||
|rodnik|(Lm) rodni/kke, -kan, -kkad|s.||||||||||||||||||
|vedaita||v. mom.||||šalguz vedälzin madehižen (LMS 227)||из рюкзака я вытащил налимчика|vetäisin repusta mateen|||||||||||
|šalg|šalg/u, -un, -ud; -uid|s.||||šalguz vedälzin madehižen (LMS 227)||из рюкзака я вытащил налимчика|vetäisin repusta mateen|||||||||||
|lauč|(Lm) lauč(č)e|s.||||||||||||||||||
|laulada|(Lm) laul/ada, -au, -oi|v.||||||||||||||||||
|piälagi|piä/lagi|s. yhd.||||||||||||||||||
piälagi|piälakk|(Lm) piä/lakke ~ (V) -lakko|s. yhd.||||||||||||||||||
|hurač|huračču|s.||||||||||||||||||
|hurbil|(Lm, V) hurbilo|s.||||||||||||||||||
|hutt|hu/ttu, -tun, -ttud|s.||||||||||||||||||
|laht'|(V) lah/t'i, -ten|s.||||||||||||||||||
|terazdiä|teräz- ~ (V) t'eraz/d'iä|s. yhd.||прозрачный лёд|raudusjää|||||||||||||||
|teraz|(Lm) teräs|s.||||||||||||||||||
|tera|te/rä, -rän, -räd; -rid; (V) t’e/ra, -ran, -rad|s.||||||||||||||||||
|vadnaz|vadna/z ~ -s, -han, -ste; -hid|s.||||||||||||||||||
|mecnik|mečnikke|s.||||||||||||||||||
|mecankävüj|(TP) mečän/kävüi|s. yhd.||||||||||||||||||
|kävüj|(TP) kävüi|s.||||||||||||||||||
adivoihe, gostihe, püördüksile; kävünd|kävündoile|(V) kävünduoile|adv.||на побывку, в гости|käymään, vieraisiin|(V) vävü tul'i kävünduoile||зять пришёл в гости|vävy tuli käymään|||||||||||
|kävüjaine|(Lm) kävüjäine|s. dem.||панариций|sormikoi, sormimätä|||||||||||||||
|küünäl|küun'ä/l, -len; -l'id|s.||||||||||||||||||
|küünäled|küun'ä/led, -l'id|s. mon.||||||||||||||||||
|olg II|olg/i, -en, -ed; -id; (V) ol'gi, olgen, olged; ol'gid|s.|ольги|солома|olki|||||||||||||||
|nivel|(TP) nive/l , -len|s.||||||||||||||||||
|muamindam|mamindam (RKS) ~ (TP) muamindam ~ (Lm) moamindam|s.||||||||||||||||||
|mašt|mašt/e, -an, -ad; -uoid|s.||||||||||||||||||
|čagar'|čagar'/i, -in, -id; -iid|s.||||||||||||||||||
|čagoi|čag/uoi, -uoin, -uoid; -oluoid|s.||||||||||||||||||
miel', mozg|mozgud|mozgu/d, -id|s. mon.||мозги|aivot; ydin luun sisällä|||||||||||||||
nuodiv|nuod'oi|(Lm) nuod'uoi|s.||костёр|nuotio, rakovalkea|||||||||||||||
|nuodiv|(TP) nuod'ivo|s.||||||||||||||||||
|sorduda|sordu/da, -n, -in|v.||||||||||||||||||
|niškoi|(TP) niškoi ~ (Lm) niškuoih|postp.||||(Lm) täh niškuoih (LMS 266)||для этого|tätä varten|||||||||||
|papad'|papad'j/e, -an ~ (TP) popad'e; (V) papad'd'/a, -an, -ad; -uoid|s.||||||||||||||||||
|urad|(TP) urai|a.|||mieletön, hullu, mielipuoli|||||||||||||||
|uraduda|uradu/da, -n, -in|v.|||tulla hulluksi|||||||||||||||
|vajag|vajag, -an, -ad; -uoid|a.||||||||||||||||||
|vieraz|viera/s, -han, -ste; -hid|a.||||||||||||||||||
|kuok|kuo/kke, -kan, -kkad|s.||||||||||||||||||
|liipak|(V) l'iipa/kko, -kon, -kkod; -kuoid|s.||||||||||||||||||
|kudžoi|kud'ž/uoi, -uoin, -uoid; -oluoid; (TP, SP) kud'ž/oi, -oin, -oid ~ (SP) -oidu; (SP) -oloi|s.||муравей|muurahainen|||||||||||||||
 kudžoikogo, kudžoinmätäz|kudžoimätäz|(V, TP) kud'žoi/mätäs|s.||муравейник|muurahaiskeko|||||||||||||||
|alužim|aluži/n ~ (TP, V) -m, -men|s.||||||||||||||||||
|huodr|huodr/e, -an, -ad; -iden, -id|s.||||||||||||||||||
|hädä|hädä, -n, -d|s.||||||||||||||||||
|pilveksine|pilveksi/ne, -žen|a.||||||||||||||||||
|d'und|(V) d'und/e, -an, -ad|s.||||||||||||||||||
|d'algačim|(TP) d'algačim, -en|s.||||||||||||||||||
|riibida|(Lm, TP, V) riibi/dä, -n, -in|v.||||||||||||||||||
|iho|(Lm, V) iho|s.||||||||||||||||||
|püörde|(Lm) püörde; (TP) püörte, -gen|s.||водоворот, круговорот|pyörre (kosken alla)|||||||||||||||
|lohkaita|(V) lohkai/ta, -dan, -z'in|v. mom.||промоина|veden syövyttämä kohta|||||||||||||||
|uutatez|(Lm) uutates|s.||||||||||||||||||
|trässida|(V) träs's'i/da, -u|v.||||||||||||||||||
|särižuttada|(SP) särizü/ttiä, -ttäu|v. yksip.||||(SP) särizüttäu vilus||трясёт от холода|värisyttää kylmästä|||||||||||
|raun|(Lm) rauhn/e, -an, -ad|s.||||||||||||||||||
|paik I|pai/kke, -kan, -kkad; -kuoid|s.||||||||||||||||||
|paikaine|paika/ine, -ižen, -šte; -ižid|s. dem.||||||||||||||||||
|kuabe|(V) kuabe, -gen, -tte; -gid|s.||||||||||||||||||
|leug|leug/e, -an, -ad; (V) l'öug/e, -än, -äd|s.||||||||||||||||||
|potkov|potko/u, -van, -vad|s.||||||||||||||||||
|töllöta|(Lm) töllö/tä, -n'i|v.||||||||||||||||||
|vüöstädakse|vüös/tädäkseheze, -tiheze (LMS 501)|v. refl.||||(Bar) vüöl häin vüöstiheze (NFL) kansanr.||поясом он подпоясался|vyöllä hän vyötti itsensä|||||||||||
|kuadd’ad|kuad’aid ~ (TP) kuad’ad ~ (Lm) koadjad|s. mon.||||||||||||||||||
|elo|elo, -n, -d|s.||||||||||||||||||
|pualič|(Lm) poal'č/e ~ (TP) pualč/e, -an|s.||||||||||||||||||
|pask|(Lm) paske|s.||||||||||||||||||
|kohtustuda|(Pn) kohtustu/da, -n, -in; -u, -i|v.||||(Pn) häin kohtustui||она забеременела|hän tuli raskaaksi|||||||||||
|laih|laih/e, -an, -ad; -uoid|a.||||||||||||||||||
|laihtuda|laihtu/da, -n, -in|v.||||||||||||||||||
|pahk|pahk/e, -an, -ad; -uoid|s.||||||||||||||||||
|pakkul'|pakkuli|s.||||||||||||||||||
|guomin|(V) guomin ~ -o, -on, -od; -uoid|s.||||||||||||||||||
|kaheksa|kaheksa, -n, -d|num.||||||||||||||||||
|kaheksatošt|kaheksa/tošt|num. yhd.||||||||||||||||||
|üheksa|üheksä ~ (Pv, V) üheksa, -n, -d|num.||||(TP) kudain kandelid üheksäd kuuhuded itkuv.||ты, которая носила девять месяцев|joka kannoit (kohdussa) yhdeksän kuukautta|||||||||||
|üheksatošt|üheksa/tošt (RKS)|num. yhd.||||||||||||||||||
|kezrata|kezrä/tä, -dän, -žin ~ (V) kezra/ta, -dan, -žin|v.||||||||||||||||||
|purguta|(Lm) purgu/ta, -dau|v. yksip.||||||||||||||||||
|purg|(TP, V) purgu|s.||||||||||||||||||
|erota|(V) ero/ta, -nen, -nin|v.||||||||||||||||||
erigoittada|eroittada|eruoi/ttada, -tan, -ttau, -tetah|v.|||eroittaa, erottaa|||||||||||||||
|eroitelta|(TP) eroiteltta|v. frekv.|||eroitella, erotella|||||||||||||||
|eroittadakse|eroitta/dakseheze, -heze|v. refl.|||eroittua, erottua, erottautua|||||||||||||||
|d’aksadakse|d’aks/adakseh(eze), -amos, -uoimos |v. refl.|||riisuutua|||||||||||||||
|roženič|(TP) roženičče|s.||||||||||||||||||
svettida, änikoida|svettida|(Pv; V) sve/t’t'ida, -t’t’iu|v.|||kukkia|||||||||||||||
cvettida, änikoida|cvettida|(TP) cve/ttida, -ttiu|v.|||kukkia|||||||||||||||
|änik|(Pv) an'ikko|s.||||||||||||||||||
|pühkim|pühki/n, -men, -nte ~ -nd|s.||скатерть|pöytäliina|||||||||||||||
|n’olg|(V) n’olge; (TP, SP) n’olg/i, -en, (TP) -ed|s.||||||||||||||||||
|vahnemb|vahnemb/i, -an, -ad; -id|a. komp.||||||||||||||||||
suovpuu|suovpuud|(Lm) suove/puud|s. yhd. mon.||стожары|heinäsuovan salot, heinäsuovan pystypuut|||||||||||||||
