s.	fantazij	fantaz’ij	фантазия				
s.	fuar	fara	фара				
s.	fuarad	farad	фары				
s.	perednik	per’edn’ik	фартух				
s.	occsein	occ/s’ein’	фасад				
s.	fasol’	fasol’	фасоль				
s.	muod	muod	фасон				
s.	faun	faun	фауна				
s.	fašizm	fašizm	фашизм				
s.	fajans	fajans	фаянс				
s.	feural’	fevral’	февраль				
s.	federacij	fed’eracij	федерация				
s.	feiverk	feiverk	фейерверк				
s.	feršal’	feršal’	фельшер				
s.	felleton	feljeton	фельетон				
s.	fena	fena	фен				
s.	ferm	ferm	ферма				
s.	kulak	kulak	фига				
s.	festival’	fest’ival’	фестиваль				
s.	fetr	fetr	фетр				
s.	figur	figur	фигура				
s.	figurist	figur’ist	фигурист				
s.	füüzikoi	fiz’ik	физик				
s.	fiskultuur	fiskul’tura	физкультура				
s.	fiksaž	fiksaž	фикзаж				
s.	filatelij	filatel’ij	филателия				
s.	filial	fil’ial	филиал				
s.	filolog	filolog	филолог				
s.	filosof	filosof	философ				
s.	film	fil’m	фильм				
s.	filtr	fil’tr	фильтр				
s.	lopp	lopp	финал				
s.	fioletovij	fiol’etovij	фиолетовый				
s.	firm	firm	фирма				
s.	flaga	flaga	флаг				
s.	bumazei	bumaz’ei	фланель				
s.	pomazei	pomaz’ei	фланель				
s.	flang	flang	фланг				
s.	flakon	flakon	флакон				
s.	flomaster	flomast’er	фланель				
s.	floor	flora	флора				
s.	flota	flota	флот				
s.	faje	faje	фойе				
s.	fokus	fokus	фокус				
s.	folklor	fol’klor	фольклор				
s.	fina	fina, -n, -d	финн	suomalainen	finad tul’d’ihe	финны пришли	suomalaiset tulivat
s.	suomelaine	suomela/an’e, -ažen, -št	финн	suomalainen			
s.	fonar’	fonar’	фонарь				
s.	fonarikaine	fonar’ika/an’e, -ažen, -št	фонарик				
s.	hüübij	hüüb’ju (KTK)	филин				
s.	fond	fond	фонд				
s.	fonetik	fonet’ik	фонетика				
s.	fontan	fontan	фонтан				
s.	torp	torp	форель				
s.	form	form	форма				
s.	formul	formul	формула				
s.	fortepian	fortepjan	фортепиано				
s.	fotokartočk	fotokartočk	фотокарточка				
s.	fotograf	fotograf	фотограф				
s.	front	front	фронт				
s.	fundament	fundament	фундамент				
s.	funt	funt	фунт				
s.	furašk	furašk	фуражка				
s.	funkcij	funkcij	функция				
s.	fufaik	fufaik	фуфайка				
s.	fudboll	fudbol	футбол				
s.	futl’ar	futl’ar	футляр				
s.	halat	halat	халат				
s.	harekteristik	harekt’er’ist’ik	характеристика				
a.	tabakaz	tabakaz	характерный				
v.	logata	logata	харкать				
s.	pert’	pert’	хата				
s.	kiitand	kiitand	хвала				
v.	hvuastaida	hvuastaada	хвастать(ся)	kerskua			
v.	kiittada	kiitta	хвалить				
a.	habuhine	havuhi/in’e, -ižen, -št	хвойный				
v.	voimatoi	voimatuu	хворый				
s.	himikoi	himik	химик				
s.	hirurg	hirurg	хирург				
s.	pert’	pert’	хижина				
s.	lomud	lomud	хлан				
s.	leib	l’eib	хлеб				
v.	särbäda	s’ärpta	хлебать				
s.	leib-	l’eib-	хлебный				
s. yhd.	leibanpaštaj	l’eibam/paštaj	хлебопёк				
s. yhd.	leibankazvattaj	l’eiban/kazvataj	хлебороб				
s.	liäv	l’iäv	хлев				
s.	huoled	huoled	хлопоты				
s.	hlopk	hlopk	хлопок				
s.	parz’	parz’	хлыст				
v.	šläbišta	šl’abišta	хлябать				
v.	humalduda	humalduda	хмелеть				
s.	humal	humal	хмель				
a.	humalahine	humalahi/in’e, -ižen, -št	хмельной				
v. refl.	žualuidakse	žualuidakse	хныкать				
s.	hodu	hodu	ход				
s.	hobbi	hobbi	хобби				
s.	diel	d’ielo	дело	asia	paraz d’ielo	хобби	harrastus
v.	härhettada	härhetada (KTK)	хихикать	hihittää			
s.	hoz’aistv	hoz’aistv	хозяйство				
v.	kävelta	kävel’ta	ходить				
s.	käveluz	kävel’uz	ходьба				
a.	kävelij	kävelij	ходячий				
s.	ižand	ižand	хозяин				
s. yhd.	ižandad-emagad	ižandad-emagad	хозяева				
s.	emag	emag	хозяйка				
v.	ižandoida	ižanduuda	хохяйничать				
s.	hokkejist	hokkejist	хоккеист				
s.	hokkei	hokkei	хоккей				
s.	mägi	mägi	холм				
s.	vilu	vilu	холод				
a.	viluine	(Pal) vil/uun’e, -uužen, -ušt	холодный				
s.	holodilnik	holod’il’n’ik	холодильник				
a.	naimatoi	naimatuu	холостой				
s.	palttin	palt’in	холст				
s.	länged	l’änged	хомут				
s.	hor’k	hor’k	хорёк				
s.	huonuksed	huonused	помещения		suured huonused	хоромы	
v. refl.	peittadakse	peitakse (IL)	хорониться				
adv.	hüväižesti	hüvääžest’i	хорошенько				
v.	čometa	čometa	хорошеть				
v.	koheta	koheta	хорошеть				
a.	hüvä	hüvä	хороший				
s.	hora	hora	хор				
s.	horovod	horovod	хоровод				
s.	himo	himo	хотение				
v.	tahtoda	tahtuuda	хотеть				
v.	himoittada	himuutada	хотеться				
s.	hoš	hoš	хоть				
s.	nagr	nagr	хохот				
s.	hohotuz	hohotuz	хохот				
v.	kähišta	kähišta	хрипеть				
a.	kähižij	kähižij	хриплый				
s.	kähižend	kähižend	хрипота				
a.	ramb	ramb	хромой				
s.	rambičend	rambičend	хромота				
v.	rambita	rambita	хромать				
s.	rudžižend	rud’žižend	хруст				
s.	hrustal’	hrustal’	хрусталь				
v.	rudžišta	rud’žišta	хрустеть				
s.	ižapočč	iža/počč	хряк				
s.	rousk	rousku (IL)	хрящ				
v.	laiheta	laiheta	худеть				
adv.	paha	paha	худо				
a.	paha	paha	худой				
a.	laih	laih	худой, худощавый				
s.	resuiččij	resuičij	художник				
s.	hronik	hron’ik	хроника				
s.	hronometr	hronometr	хронометр				
adv.	pahemb	pahemb	хуже				
s.	huligan	hul’igan	хулиган				
s.	mecckodi	mecc/kod’i	хутор				
v.	hapnida	hapn’ida	цапать				
v.	riibida	r’iipta	царапать				
v.	riibitelta	r’iiptel’da	царапаться				
v.	riibitelta	r’iibitel’da	царапаться				
s.	riibaiduz	r’iibaatuz (IL)	царапина				
s. yhd.	cuarinpoig	cuar’im- ~ suar’im/poig	царевич				
s. yhd.	cuarintütär	cuar’in- ~ suar’in/t’ütar	царевна				
s. yhd.	cuarinakk	cuar’in/akk	царица				
s.	cuarstv	cuarstv	царица				
v.	carstvuida	carstvuida	царствовать				
v.	svettida	cvetta	цвести				
s.	cviet	cviet	цвет				
a.	kird’av	(Pal) kirjav	цветастый				
s.	svetind	cvet’ind	цветение				
v.	laskettada	lasketada	цедить				
a.	spruavittaj	spruavitaj	целебный				
adv.	kaikkineh	kaikn’eze	целиком				
s.	mua	mua	земля		uuz’ mua	целина	
s.	lieččij	l’iečij	целитель				
v.	miettidakse	miettakse	целиться				
a.	rubl’	rubl’	целковый				
v.	čukurta	čukurta	целовать				
v. refl.	čukurtakse	čukurtakse	целоваться				
a.	kaik	kaik	целый				
s.	cement	cement	цемент				
s.	arv	arv	цена		pidada arvos	ценить	
s.	kalliž	kal’l’iž	ценность				
s.	keskuz	keskuz (IL)	центр				
lasketada	lasketada	lasketada	lasketada	lasketada	lasketada	lasketada	lasketada
s.	kuorzund	kuorzund	храп	kuorsunta, kuorsaaminen			
v.	kuorzuda	kuorsta, kuorzub, kuorzui	храпеть	kuorsua, kuorsata			
v.	laskettada	lasketada	цедить	suodattaa			
s.	čiep	čiep	цеп				
a.	tarttuj	tartuj	цепкий				
v.	tarttuda	tarta	цеплять				
a. yhd.	čiepišolij	čiepiš/ol’ij	цепной	ketjussa oleva			
s. dem.	čiepiine	čiepi/in’e, -ižen, -št	цепочка	ketju			
s.	čiep	čiep	цепь	ketju			
s.	cerkv	cerkv	церковь				
s.	сifr	сifr	цифра				
s.	čigan	čigan ~ cigan	цыган				
s.	čiganih	čigan’ih	цыганка				
s.	čiganan-	čiganan-	цыганский				
s. yhd.	kananpoig	kanam/poig	цыплёнок				
s.	barbahaižil	barbhaažiil	на цыпочках				
s.	cikl	cikl	цикл				
s.	ciklon	ciklon	циклон				
s.	celindr	cel’indr	цилиндр				
s.	cink	cink	цинк				
s.	cirk	cirk	цирк				
s.	citat	citat	цитата				
s.	ciferblat	ciferblat	циферблат				
a.	čainij	čainij	чайная (кафе)				
s.	čajunik	čain’ik	чайник				
s.	kajag	kajag	чайка				
s.	čuas	čuas	час				
s.	časoun’	časoun’	часовня				
s.	čuasuine	(Pal) čuas/uun’e, -uužen, -ušt	часик				
s.	čuasuidenkohendaj	čuasuin/kohendaj	часовщик				
adv.	puaksus	puaksus	часто				
adv.	puaksuižes	puaksuužes	частенько				
a.	oma	oma	частный				
s. yhd.	lühüdpajo	(Pal) l’ühit/pajo	частушка				
a.	puaks	puaks	частый	tiheä			
s.	vuit’	vuit’	часть	osa			
s.	čuasud	čuasud	часы				
a.	laihtunu	laihtunu	чахлый				
v.	laihtuda	laihtuda	чахнуть				
s.	čahotk	čahotk	чахотка				
s.	mall’	mal’l’	чаша				
s.	čuašk	čuašk	чашка				
adv.	puaksumba	puaksumba	чаще				
pron.	mida	mida	чего				
pron.	kenen	kenen	чей				
s. yhd.	occtukad	occ/tukad	чёлка				
s.	veneh	veneh	чёлн				
s.	sukkulaine	sukl/uun’e, -uužen, -ošt	челнок				
s.	occ	occ	чело				
s.	ristittu	r’ist’it	человек				
s.	rahvaz	rahvaz	человечество				
s. yhd.	šokkluu	šokk/luu	"челюсть
"				
s. mon.	sugahad	sugah/ad, -iin, -iid	щетина	harjakset	nousta sugahad	ощетиниться	nostaa harjakset
s.	šotk	šotk	щётка				
v.	näpištelta	n’äpištel’da	щипать				
s.	piihted	piihted	щипцы				
s.	haug	haug	щука				
a.	laihaine	laiha/an’e, -ažen, -št	щуплый				
s.	evakuacij	evakuacij	эвакуация				
s.	evol’ucij	evol’ucij	эволюция				
s.	egojizm	egojizm	эгоизм				
s.	ekvator	ekvator	экватор				
s.	egzamen	egzamen	экзамен				
s.	egzeml’ar	egzeml’ar	экземляр				
s.	ekipaž	ekipaž	экипаж				
s.	ekran	ekran	экран				
s.	ekranizacij	ekran’izacij	экранизация				
s.	ekskurs	ekskurs’ij	экскурсия				
s.	ekspedicij	eksped’icij	экспедиция				
s.	eksperiment	eksper’iment	эксперимент				
s.	ekspert	ekspert	эксперт				
s.	eksponat	eksponat	экспонат				
s.	eksport	eksport	экспорт				
s.	ekspress	ekspress	экспресс				
s.	pehmed	pehmed	эластичный				
s.	elevator	el’evator	элеватор				
s.	elektrikoi	el’ektr’ik	электрик				
s.	električk	el’ektr’ičk	электричка				
s.	elektrobritv	el’ektro/br’itv	электробритва				
s.	elektropojezd	el’ektro/pojezd	электропоезд				
s.	element	el’ement	элемент				
s.	emal’	emal’	эмаль				
s.	emlem	eml’em	эмблема				
s.	emigrant	emigrant	эмигрант	maastamuuttaja			
s.	energij	energij	энергия				
s.	vägi	vägi	энергия				
s.	epidemij	epid’emij	эпидемия				
s.	epizod	epizod	эпизод				
s.	epilog	epilog	эпилог				
s.	epuz	epos	эпос				
s.	aig	aig	эпоха				
s.	äijäntiedaj	äjan/t’iedaj	эрудит				
s.	ekskalator	ekskalator	эскалатор				
s.	eskiz	eskiz	эскиз				
s.	estakad	estakad	эстакада				
s.	estafet	estafet	эстафета				
s.	tämä	t’äma	эта				
s.	ninka	n’inka	этак				
s.	etiket	et’iket	этикет				
s.	etiketk	et’iketk	этикетка				
s.	et’uud	et’ud	этюд				
s.	efir	efir	эфир				
s.	effekt	effekt	эффект				
s.	kajahtuz	kajahtuz	эхо				
interj.	štobi	štobi	чтобы				
pron.	mi	mi	что	mikä	mida tahtuud	что-либо	mitä tahansa
v.	čustvuida	čustvuida	чувствовать				
s.	raud	raud	чугун	valurauta			
s.	raudpada	raut/pada	чугунок				
s.	kummakaz	kummakaz	чудак				
a.	hüvä	hüvä	чудесный				
a.	kummalline	kummal’i/in’e, -ižen, -št	чудной				
s.	kumm	kumm	чудо	ihme			
s.	čuud	čuud	чудо	ihme			
a.	vieraz	vieraz	чужой, чуждый		vieraz rand	чужбина	vieras maa
v.	vierastuda	vierastuda	чуждаться				
s.	sukk	sukk	чулок	sukka			
s.	sukad	sukad	чулки				
a.	reduhine	reduhi/in’e, -ižen, -št	чумазный				
s.	čurk	čurk	чурбан				
adv.	kodvaine	kodva/an’e, -ažen, -št	чуточку				
adv.	odva	odva	чуть				
s.	čučal	čučal	чучело	houkutinlintu			
s.	pölgätuz	pöl’gätez ~ (Pal) pel’gätuz	чучело	pelätin			
s.	čerepah	čer’epah	черепаха				
s.	čerešn’	čer’ešn’	черешня				
s.	černilad	čern’ilad	чернила				
s.	černovik	černovik	черновик				
s.	čehl	čehl	чехол				
s.	lopp	lopp	шабаш				
s.	šablon	šablon	шаблон	malli			
s.	rikkikoiraine	r’ikki/koiraan’e	шавка				
s.	šuag	šuag	шаг	askel			
adv.	astude	ast(t)e	шагом	askelin	mänen astte (KTK)	иду шагом	kävelen askelin
v.	astuda	asta	шагать	astaa			
s.	šaib	šaib	шайба	kiekko			
s.	šaik	šaik	шайка				
v.	baluida	baluida	шалить				
a.	valdalline	valdal’i/in’e, -ižen, -št	шаловливый				
s.	baluiččij	baluičij	шалун				
s.	šali	šal’i	шаль; шарф (KTK)	saali; kaulahuivi			
a. yhd.	uradpäivälline	urat/päiväl’iin’e	шальной				
s.	šampun’	šampun’	шампунь	shampoo			
s.	šans	šans	шанс				
s.	šantaž	šantaž	шантаж				
s.	šuapuk	šuapuk	шапка	hattu			
s.	šara	šara	шар				
s.	šarf	šarf	шарф				
s.	eččida	ečta	шарить				
s.	štanad	štan/ad, -iin, -iid	штаны		l’evedad štanad	шаровары	liehuvat housut
s.	šuah	šah	шах				
s.	šuahmatad	šahmatad	шахматы	šakki			
s.	šuahmatist	šahmat’ist	шахматист	šakkipelaaja			
s.	šuahmatoiden-	šahmatuun-	шахматный	šakki-			
s.	šaht	šaht	шахта	kuilu			
s.	šaškad	šaškad	шашки	tammi (peli)			
s.	šašlik	šašlik	шашлык				
s.	šveda	šveda	швед	ruotsalainen			
s.	ombelij	ombl’ij	швея	ompelija			
a.	ombeltav	ombel’tab	швейный				
s.	šveicar	šveicar	швейцар	sveitsiläinen			
v.	liikuttada	l’iikutada	шевелить	liikuttaa			
v.	liikaškoittada	l’iikaškuutta	шевелиться				
s.	tukad	tukad	волосы	tukka	sagedad tukad	шевелюра	
s.	šedevr	šedevr	шедевр	mestariteos			
s.	kohind	kohind (IL)	шелест				
v.	kohišta	kohišta	шелестеть				
s.	šulk	šuuk	шёлк	silkki			
a.	šulkuine	(Pal) šuuk/uun’e, -uužen, -ušt	шёлковый	silkkinen			
s.	kuored	kuored	шелуха	kuoret			
s.	šuhu	šuhu	шёпот	suhu			
v.	šuhišta	šuhišta	шептать	suhistaa			
a.	karhak	karhak	шероховатый				
s.	vill	vill	шерсть (овечья)	villa			
v.	villaine	villa/an’e, -ažen, -št	шерстяной	villainen			
num.	kuuz’	kuuz’	шесть	kuusi			
num.	kuudei	kuudei	шестеро	kuusi (kollektiiviluku)			
num.	kuuz’tošt	kuus’/tošt	шестнадцать	kuusitoista			
num.	kuudend’ž	kuudend’ž	шестой	kuudes			
num.	kuuz’kümment	kuus’/küment	шестьдесят	kuusikymmentä			
num.	kuuz’sadad	kuus’/sadad	шестьсот	kuusisata			
s.	šeef	šef	шеф	pomo			
