Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
ilm|s.|siä|(Pl, Td, Ks) šiä, -n, -d; -id; (B) (Pl, Td, Ks) ši/ä, -an, -ad; -joid; (N) sie|погода|sää, ilma|(Pl) vihmaižel šiäl painau|в дождливую погоду чувствуется угнетенное состояние|sateisella säällä painostaa|(B) šelgedad šiad|ясные погоды|kirkkaat säät
kajak, kajoksine, kajoz|a.|selged|šelge/d, -dän, -däd; -d'id; (B) šelge/d, -dan, -dad; -did; (Kn) s'el'ge/d, -dan, -dad; -d'iid|ясный|selkeä, kirkas|(B) šelgedad šiad|ясные погоды|kirkkaat säät|||
|adv. yhd.|päivkeskel|päiv/keskel|в середине дня|päiväsydännä, keskipäivällä||||||
pätk|s. yhd.|kringel'pätk|kringel'/pätk|связка баранок|rinkelikimppu||||||
|s. yhd.|päčinpohd'|(Td, Sg) päčim/pohd'|под (печи)|uuninarina||||||
|s. yhd.|päčinsuu|(B, Td) päčin/suu|устье печи|uuninsuu||||||
ramb|s.|rambiččij|(Td) rambiči/i, -jan, -jad; -joid| хромой|rampa, ontuva||||||
|s.|rikk|ri/kk, -kin, -kkid|сера|rikki, tulikivi, korvavaikku||||||
|a.|reunimaine|reun'imä/in'e, -ižen, -št; -ižiden, -ižid|крайний|reunimmainen||||||
bokk, käzi, laid, puol’, rand|s.|reun|reun ~ r'eun, -an, -ad, -aa|край, кромка|reuna, laita, syrjä|(Td) d'ärven reunas|на краю озера|järven varrella|||
reunas, rindakkai, rindal|adv.|reunakkai|reunakkai|рядом, друг подле друга, рядышком|vierekkäin, rinnakkain||||||
reunas, reunakkai, rindal|adv.|rindakkai|rindakkai|рядом, друг подле друга, рядышком|rinnakkain, vierekkäin|rindakkai šeižotau|рядышком стоят|rinnakkain seisovat|||
lähen, no, reunakkai, rindal, rindakkai; reunah|adv.-postp.|reunas|reunas ~ r'eunas|рядом (где), рядом с, около, у; отсюда, от|vieressä, rinnalla, varrella; vierestä, rinnalta, varrelta|(B) reunas ištuu|рядом сидит|vieressä istuu|mäne iäre reunas!|уходи прочь отсюда!|mene pois vierestäni!
|adv.-postp.|reunas||||(Td) d'ärven reunas|рядом с озером|järven vieressä|||
no, rindale; reunas|adv.-postp.|reunah|reunaa ~ r'eunaa|рядом (куда), рядом с, к|viereen, rinnalle, varrelle|(Pl) viere r'eunaa!|ложись рядом!|paneudu maata viereeni!|||
|adv.-postp.|reunah||||(B) iža män'i lapsen r'eunää|отец пошёл к ребенку|isä tuli lapsen viereen|||
lähen, no, reunakkai, reunas, rindakkai; rindale|adv.-postp.|rindal|rindal|рядом (где), рядом с, около, у; отсюда, от|rinnalla, vieressä; rinnalta, vierestä|lähte rindall iäree!|уходи отсюда прочь!|mene pois vierestäni!|||
|adv.-postp.|rindal||||hän ištui minun rindal|он сидел рядом со мной|hän istui minun vieressäni|||
no, reunah; rindal|adv.-postp.|rindale|rindale|рядом (куда), рядом с, к|rinnalle, viereen|ištuze minun rindale!|садист рядом со мной!|istu rinnalleni!|||
irdale(piä), iäre, iäres|adv.|iäreh|iäree ~ iärei ~ (Kn) iäreh ~ (N) iereh|прочь, долой, вон|pois, ulos|lähte rindall iäree!|уходи отсюда прочь!|mene pois vierestäni!|||
irdale(piä), iäreh, iäres|adv.|iäre|iäre ~ (N) iere ~ (N) iera|прочь, долой, вон|pois, ulos|mäne iäre reunas!|уходи прочь отсюда!|mene pois vierestäni!|||
ripsud|s.|rips|ripš, -un, -ud; -uid|ресница|silmäripsi, kauran ripsi, liinan hetale, ripsu, hapsu||||||
ižač, tuat|s.|iža|iž/a, -an, -ad; -oid; (B) iž/a~ -ä, -an, -ad; -id|отец, родитель; самец|isä; uros, koiras|(B) iža män'i lapsen r'eunää|отец пошёл к ребенку|isä tuli lapsen viereen|(Td) poig ringuu ižale|сын кричит отцу|poika huutaa isälle
iža|s.|tuat|(Td) tua/tto, -ton, -ttod||||||||
|s. yhd.|ižapočč|(B) iža/počč ~ ižä/počči||||||||
|s. yhd.|ižačpočč|(B) ižač- ~ ižäčč/počči||||||||
iža|s.|ižač|(B) ižač ~ ižäčč|самец|uros, koiras||||||
kolahtada|v. |romahtada|romah/tada, -tan, -t'in; -tet't'ii|грохнуть, грохнуться|romahtaa, rojahtaa, kaatua||||||
kivirong, ruopaz|s. yhd.|kiviruopaz|(B) kivi/ruopaz|каменная груда, куча камней (на поле)|kivikasa (pellolla)|(B) kived i ruoppahad peldol häküt'etau|камни и груды на поле мешают|kivet ja kivikasat pellolla ovat esteenä|||
kall', kallij, kivirong, kiviruopaz|s.|kalliv|(Ks) kal'l'iv/o, -on ~ -od|скала; куча камней (в лесу)|kallio; kivikasa (metsässä)||||||
riihsobad|s. yhd.|riihsoba|riih/soba|одежда для риги, рубаха для риги|riihivaate, riihimekko||||||
sabilaz|s. mon.|sabilahad|sabilah/ad, -hid|носилки (для сена)|sapilaat, paarit||||||
*-karvaine|a. yhd.|kaks’/karvaine|(N) kaks'/karvaine| двухцветный|kaksivärinen||||||
*-karvalline|a. yhd.|*-karvaine|(N) *-karva/in'e, -ižen, -št|*-цветный, цвета, масти|*-värinen, *-karvainen|(N) kaks'karvaine| двухцветный|kaksivärinen|||
skalkad|s.|skalk|skal/k, -kan, -kkad; -koid|чаша весов|vaakakuppi||||||
|s.|skoba|(B) skob/a, -an, -ad; -id|скоба|sinkilärauta, rautakoura, hirren kiinnitysrauta||||||
pühkim, skuatert'|s.|skuatter'|skuat't'er'/(i), -in, -id; -iid|скатерть|pöytäliina||||||
smuutikš|s.|smuut|smuu/tt, -tan, -ttad; -ttid|ряженый; смутьян|naamioitu, naamiopukuinen; sekoittaja, sotkija ||||||
|s.|sotk II|sotk, -an, -ad; -id|сотка|neljännes viinapullo||||||
sanelta|v.|starinoita|(Td) starinoi/ta, -čen, -čin|рассказывать (истории)|tarinoida||||||
vahnembahine|s.|stuarost|stuarost, -an, -ad; -oid|староста|staarosta, kylänvanhin, isännöitsijä (kirkon)||||||
klokuttada, stukuttada|v.|stuiguttada|(Td) stuigu/tada, -tan, -t'in|стучать|jymyttää, kolkuttaa, kolahtaa||||||
|s. yhd.|suakkala|suak/kala|саком выловленная рыба|lipolla saatu kala||||||
Sündünaig, Sündünmua, Viändöi|s. mon.|svätkad|(Hj) sv'atkad|святки|välipäivät|(Hj) ku tul'i rastaupruazn'ikk, ol'd'ii sv'atkad veder'istai suai (LT1  293)|когда наступал рождественский праздник, были святки до Крещения|kun tuli joulujuhla, oli välipäivät loppiaiseen saakka|||
küps', valmiž|a.|sualiž|(N) sual/iš, -ehen, -išt|зрелый, созревший, готовый|kypsä, tuleentunut, valmis (vilja)||||||
|v. frekv.|valelta|vale/lta, -len, -l'in|поливать|kastella|mäne valele svetad!|иди полей цветы!|mene kastele kukat!|||
niškoi, perad, tagači, tähte; tagana, taganaks(piä), taganapiä|adv.-postp.|taga|taga|позади, сзади, назад, за, из-за|takana, takaa, taakse; tähden|(B) kn'agin d'iäu stolan taga|невеста остнется за столом|morsian jää pöydän taakse|||
taga|adv.-postp. yhd.|tagapiä|(M) taga/piäi|сзади, из-за (откуда)|takaa|(M) uksen tagapiäi|из-за двери|oven takaa|||
|adv.-postp. yhd.|taganapiä|(B) tagan/piäi ~ (N) tagan/pieite||||||||
tagaze(piä)|adv.|tagaižin|(N) tagažin|назад, обратно|takaisin, taakse, taaksepäin, takaperin||||||
|adv.-postp.|edeh(piä)|(N) edee(piäi) ~ (N) edei||eteen|(B) edee da tagazepiäi kävelöu|вперёд да назад ходит|edestakaisin kävelee|||
|adv. yhd.|edehtagaze(piä)|(B) edee/tagazepiäi|вперёд-назад|edestakaisin|(B) edee da tagazepiäi kävelöu|вперёд да назад ходит|edestakaisin kävelee|||
edehtagaze(piäi), sinna-tänna|adv. yhd.|edestagaižin|(B) edes/tagaižin|вперёд-назад|edestakaisin|(B) edestagaižin kävelöu|вперёд-назад ходит|edestakaisin kävelee|||
edestagaižin|adv. yhd.|edestaguižin|(N) edes/taguižin|вперёд-назад|edestakaisin||||||
taganaks(piä), tagaperin|adv.|tagaze(piä)|taga/ze(piäi)  ~ -se  ~  (N) -aze ~ (N) -z(ei) ~ (N) -že ~  (N) -ž(ei) ~ (B, N) -s ~ (N) -spiei|назад, обратно|takaisin, taakse, taaksepäin, takaperin|(B) edee da tagazepiäi kävelöu|вперёд да назад ходит|edestakaisin kävelee|||
taganaks(piä)|postp.|tagaze|taga/ze ~ -se ~ (N) -z ~  (N) -s|за (куда), позади|taakse|ištuihe stolan tagaze|сел за стол|istuutui pöytään|||
|postp.|tagaze||||bučin tagaze mäne peittäze!| иди и спрячься за бочку!|mene ja piilottaudu tynnyrin taakse!|||
irdal, pihal|adv.|tahnal|(B) tahnal|на улице|ulkona|(B) hän on tahnal|он на улице|hän on ulkona|||
laud|s.|stola|stol/a, -an, -ad; -id|стол, застолье|pöytä|ištuihe stolan tagaze|сел за стол|istuutui pöytään|(B) kn'agin d'iäu stolan taga|невеста остнется за столом|morsian jää pöydän taakse
|s.|stola||||(N) stolan aiga|во время застолья|pöytäaterian aikana|||
laudaine; stola|s. dem.|stolaine|stola/ine, -ižen, -št|столик|pöytä (pieni)||||||
andilas, nevest|s.|knägin|(B) knägin ~ kn'agin, -an, -ad; -oid|невеста; княгиня|morsian; ruhtinatar|(B) kn'agin d'iäu stolan taga|невеста остнется за столом|morsian jää pöydän taakse|(B) kn'agin on d’o külüü taluttu |невеста уже свожена в баню|morsian on jo saunassa käytetty
tahtaz|s.|taigin|taigin, -an, -ad; -oid|квашня; тесто|taikina-astia, taikinapytty, taikinatiinu, taikinakaukalo; taikina, tahdas||||||
talv|adv.|talvel|talvel|зимой|talvella|šuapkat talvel pid'etäu|шапку зимой носят|hattua talvella käytetään|||
muu, tulij|num.-pron.|toine|to/in'e ~ (Td) -in ~ (Kn, N) -ine ~ (B) tuoin'e, -ižen, -št; -ižid ~ (Ks, Kn) -ižiid|второй, другой, иной, следующий|toinen, muu, seuraava||||||
tubaz|s. dem.|tubahaine|(B) tubaha/in'e, -ižen, -št; -ižid|куст, кустик, заросли|tupas, typäs, pensas||||||
|s.|tuhdik|(Td) tuhd'i/kk, -kon, -kkod|кустарник, заросли|pensaikko, tupas, typäs||||||
|s.|tuhd'|tuhd', -on, -od; -oid|куст|pensas||||||
mätäz, tuhd'|s.|tubaz|(B) tuba/z, -han, -st; -hid|куст, заросли|tupas, typäs, mätäs, pensas, tiheikkö|(B) tubahillaa kazvetau puud|зарослями растут деревья|typpäissä kasvavat puut|||
puaksus(ti)|adv.|tubahillah|(B) tubahillaa|кустами, зарослями, часто|typpäissä, tiheästi|(B) tubahillaa kazvetau puud|зарослями растут деревья|typpäissä kasvavat puut|||
|v.|kazvada|kazv/ada, -an, -oin; -etau, -et't'ii|расти|kasvaa|(B) tubahillaa kazvetau puud|зарослями растут деревья|typpäissä kasvavat puut|(B) šiid ku kazvau taimened, küt'kitau pelvaz|потом, когда прорастёт рассада, пропалывают лён|sitten kun pellava on kasvanut taimelle, kitketään se 
labeh|s.|lebu|l'ebu, -n, -d; -id|пластина|levy, tuohilevy, kaistale||||||
|s.|tuodav|tuoda/u, -van, -vad|привозное|tuotava||||||
baju, löli|interj.|turu|turu|бай, баю|turu, tuuti|turu, turu |баю, баю|tuuti, tuuti|||
kärz, mord, roža|s.|turb|turb, -an, -ad; -id|морда|turpa||||||
tuskeuzuda|v.|tuskeududa|tuskeudu/da, -n, -in|затосковать|tuskastua, tulla tuskaiseksi, ikävystyä, kyllästyä, suuttua||||||
kibištada, tuskeuzoittada|v.|tuskeuzuttada|tuskeuzu/ttada, -tan, -t'in|причинять тоску, причинять страдание|saattaa tuskaiseksi||||||
kibištada, tuskeuzuttada|v.|tuskeuzoittada|(B) tuskeuzoi/ttada, -tan, -t'in|причинять тоску, причинять страдание|saattaa tuskaiseksi||||||
tuulahal|adv.|tuulahale|tuul'ahale|на лучение (рыбы)|tuulaalle||||||
|num. yhd.|kaks'tuhad|kakš- ~ (Pl, Kn) kaks/tuhad, kaht/tuhad|две тысячи|kaksituhatta||||||
redustuda, töläduda, töleuzuda|v.|töleududa|töleüdü/dä, -n, -in|запачкаться, испачкаться, замараться, загрязниться|likaantua, tahraantua||||||
tuuližpüöröi|s.|viehkur'|viehhur', -in, -id; -iid|вихрь|vihuri, tuulispää||||||
|s.|louhik|(B) louhi/k ~ -kk, -kon, -kod; -koid|скалистая местность|louhikko||||||
|s.|veneh|veneh, -en, -t; -id|лодка|vene|(Td) kakšt'el'l'uin'e veneh|лодка с двумя банками|kaksiteljoinen|||
|s.|veneh||||veneh pidäu t'ervata| лодку нужно просмолить |täytyy tervata vene|ajelda venehel|грести, кататься на лодке|soudella
suarad, tiesuar|s.|suar|(Td) suar, -an, -ad; -oid|развилка, ответвление, развилина, разветвление|haara (puussa), tienhaara||||||
adransuarad, suar|s. mon.|suarad|suar/ad, -oid|рассоха (в сохе); развилье, распутье|sahran hanko, aatran hanko||||||
tietoiš|adv.|tietoil|(B, Td) tietoil|известно|tiedossa||||||
pizar, tipp I|s.|tilk I|(B) t'il/kk, -kan, -kkad|капля, глоток|tilkka, pisara||||||
|s.|tilk II|(Td) t'il/kk, -kun, -kkud|лоскут|tilka, tilkku (kangasta)||||||
|s. yhd.|katuzlaud|katoz/laud|тёс|kattolauta||||||
täspiä|adv. yhd.|tägäpiä|t'ägä/piäi|отсюда (с поверхности)|täältä||||||
tännä|adv.|tänne|t'änne|сюда|tänne|(B) kuit'e šina t'änne puutuid?|как ты сюда попал?|miten sinä tänne jouduit?|||
tänne|adv.|tännä|t'ännä|сюда|tänne||||||
tägä, täs|adv.|tägäl|(B, Td, Ks, M) t'ägäl|здесь (на поверхности)|täällä||||||
tägäpiä|adv. yhd.|täspiä|t'äs/piäi|отсюда|tästä, täältä||||||
kalk, muna, türä|s. mon.|türäd|t'ü/räd, -r'id|яйца (мужские)|mulkut, munat (miehen)||||||
tükita|v.|tüppida|(B, Td) tü/ppida ~ (B, Lh) t'ü/ppida, -ppiu, -pii|затыкать|tukkia, tunkea||||||
|s.|törk|(B) t'örk||||||||
čauring, čuur|s.|čaur|(Td) čaur, -un, -ud|гравий, крупный песок|sora, karkea hiekka||||||
čirota|v. frekv.|halgedelta|(B, Pl, Ks, Pk) halgede/lda, -lou|трескаться|halkeilla||||||
čuas, kell|s. mon.|čuasud|čuasu/d, -id|часы|kello||||||
|||||||||||
čuhuttada, šuhišta|v.|šupettada|(B) čupe/ttada, -ttau, -t'|шептать|supattaa, kiehua (hiljaisesti)||||||
suappug|s.|čubi|čubi, -n, -d; -iid|пекс, финский сапог, лопарский сапог, сапог с загнутым носком|pieksusaapas, lapikas||||||
čubi|s. mon.|čubid|čubi/d, -id|пексы, финские сапоги, лопарские сапоги, сапоги с загнутыми носками|pieksusaapas, lapikas||||||
orihhebo, orihsälg, ubeh|s. yhd.|orihvarz|or'ih/varz|жеребец (молодой)|orivarsa, ori (leikkaamaton)||||||
|s.|orih|or'ih, -en, -t; -id|мерин|vallakka, ruuna, kuohittu hevonen||||||
|s. |vahing|(N) vahingo, -s|ущерб, вред, убыток, несчастье|vahinko, onnettomuus||||||
|adv.|ainos|ainoz ~ aino|всегда, постоянно, вечно|aina, yhä, yhtä mittaa, jatkuvasti|heita šebädelüs, aino šebädelzet!|прекрати обнимать, вечно обнимаешься!|jätä syleily, aina syleilet!|||
|adv.|ainos||||aino praudad pagižou|всегда правду говорит|aina puhuu totta|||
miez|s.|mužik|muži/k ~ -kk, -kan, -kkad; -koid|мужчина, муж; мужик, крестьянин|mies; talonpoika|mužikk ussiden kerä|мужчина с усами|viiksiniekka mies|(N) ol'i ed'eu mužik, pol'esn'ik|был раньше мужик, охотник|oli ennen mies, metsästäjä
|s.|mužik||||t'iedoin'ik rikkou mužikan (LMS 431)|знахарь наведёт порчу на мужика|tietäjä turmelee miehen|||
kird'|s. mon.|kird'ad|kird'/ad, -oiden, -oid|узор, вышивка, рисунок|ompelukoriste, kudontakoriste, koristepiirros (puuesineissä)|must'in l'ibo rusked'iden kird'oiden ker lentočk|ленточка с чёрным или красным узором|mustan- tahi ruskeankirjava nauha|||
|a.|must|must, -an, -ad; -id|чёрный|musta|must, rusked čiihoi |чёрная, красная смородина|musta-, punaherukka|n'uakk on must l'ind|галка – чёрная птица|naakka on musta lintu
|a.|must||||must'in l'ibo rusked'iden kird'oiden ker lentočk|ленточка с чёрным или красным узором|mustan- tahi ruskeankirjava nauha|||
vai|konj.|libo|l'ibo|или, либо|tai, tahi, vai, eli|must'in l'ibo rusked'iden kird'oiden ker lentočk|ленточка с чёрным или красным узором|mustan- tahi ruskeankirjava nauha|||
|a.|vahntunu|(Pl) vahntunu|постаревший|vanhentunut||||||
vahneta I|v.|vahntuttada|(Td) vanhtu/tada, -ttau, -t'|старить|vanhentaa||||||
|s.|vargaz|(Td) varga/z, -han, -st; -hid|вор|varas||||||
vana|s.|vanoim|(Td) vanoim, -en, -d; -id|полоса, трещина (во льду), щель|rako (pitkä, kapea), vana (jäässä)||||||
vastatakse|v.|vastaduda|(N) vastadu/tta, -n, -in; -ttai|встретиться, столкнуться|tulla vastakkain, tulla vastaan, joutua vastakkain, joutua vastaan||||||
vastuz|s.|vastukses|vastukses|при встрече|vastaan tullessa, vastakkain tullessa||||||
vall'ahiš, vall'ahuz|adv.|vall'ahad|val'l'ah/ad, -id|сбруя, упряжь, упряжка|valjaat|hebo vall’ahiss on|лошадь запряжена|hevonen on valjastettu|||
