Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
|s.|lahd' II|lahd', -on, -od; -oid|подарок (свадебный), дар|lahja (häissä)||||||
|v.|lahd'oda|lahd'o/da, -n, -in|дарить (на свадьбе)|antaa lahjoja (häissä)||||||
|s.|lahk|lah/k, -kod, -koiden, -koid|половица, плаха|paksu lankku, palkki, lankku (laessa, lattiassa)||||||
|v.|laihtuda|laihtu/da, -n, -in; -t't'ii|худеть, чахнуть|laihtua||||||
lahtuk, luht, sulaim|s.|laim|laim, -an, -ad; -oid|заводь; полынья; лужа|tyyni kohta joessa, ruohoton kohta, jäätymätön kohta; vesilammikko, lätäkkö||||||
reun|s.|laid|laid, -an, -ad; -oiden, -oid|борт (лодки, люльки, ящика, саней)|laita (veneen, kätkyen, laatikon, reen), reuna||||||
|a.|laih|laih, -an, -ad; -oiden, -oid|тощий, худой|laiha||||||
|v.|laihtuttada|laihtu/ttada, -tan, -t'in|морить голодом, сбавлять вес|laihduttaa||||||
hill'aižes(ti)|adv.|laimoillah|laimoil'l'ai|в заводи, тихо, спокойно|tyynesti, tyynellä tavalla|d'ogez veži šeižuu laimoil'l'ai vihman edel|в реке вода стоит спокойно перед дождём|joessa vesi seisoo tyynesti ennen sadetta|||
|v. refl.|lainadelta|lainade/lda, -len, |глотать, заглатывать|nieleskellä, tehdä nielemisliikkeitä||||||
|v.|lainata|laina/ta, -dan, -žin; -tau|глотать|niellä||||||
|s. yhd.|lambaznahk|lambaz/nahk|овечья шкура, овчина|lampaannahka||||||
|s.|lambaz|lamba/z, -han, -st; -hid|овца|lammas|(Pl) huahk lambaz|серая овца|harmaa lammas|karkk on lambaz, kudam eule suanu vuon'id vie|ярка - овца, которая ещё не имеет ягнят|"""karkku"" on lammas, joka ei ole karitsoinut vielä"
|s.|lamp|lam/pp, -pan, -ppad; -poid|лампа|lamppu||||||
|s.|landeh|landeh, -en, -t; -id|бедро, круп (лошади)|lanne, lantio (eläimen)||||||
sidoda|v.|lapaštada|lapaš/tada, -tan,-t'in;  -tau|завязать на узел|panna solmuun, sitoa solmuun||||||
|s. dem.|lapaine|lapa/in'e, -ižen, -št; -ižiden, -ižid|пряжечка, застёжечка, брошечка; петелька|solki (pieni)||||||
|s. yhd.|lapsenkaccuj|lapsen/kaččoi|няня|lapsenhoitaja||||||
|s.|laps'|lapš, lapsen, last; lapšid|ребёнок, дитя|lapsi|(B) iža män'i lapsen r'eunää|отец пошёл к ребенку|isä tuli lapsen viereen|||
|s.|laps'||||puhu suolad, lapsell on häküttäi|заговори соль, у ребёнка болит|loitsi suoloja, lapsella on kipu|||
|s.|laps'||||äigi last on kod'is?|сколько детей дома?|montako lasta kotona on?|||
lask, laskend|s.|laskem|laskem, -an, -ad|спуск, опускание|lasku, laskeminen||||||
puik|s.|last|last, -un, -ud; -uid|щепка, стружка|lastu||||||
|s.|lauč|lau/čč, -čan, -ččad; -čoid|лавка, скамья|seinäpenkki, lavitsa||||||
|s.|lauk|lau/kk, -kan, -kkad; -koid|лавка, магазин|puoti, myymälä||||||
|s.|laut|lau/tt, -tan, -ttad; -toid|плот; паром |lautta, onkilautta, tukkilauta||||||
|v.|laulada|laul/ada, -au, -oi; -etau, -et't'ii|петь|laulaa||||||
|s.|lava|lav/a, -an, -ad; -oid|поддон; пол|lava; lattia, permanto||||||
|s.|lang|lang, -an, -ad; -oid|провод|lanka|kiämkodal kiämütettäu langad kiämükš|скальницей наматывают нитки на катушку|käämikodal kiämitetään langat puolaan|||
|v.|langeta|lange/ta, -nen,  -n'in; -nou, -n'(i); -tau,-t't'ii|упасть, свалиться|langeta, pudota, kaatua||||||
|a.|lašk|lašk, -an, -ad; -oid|ленивый|laiska||||||
laškištuda|v.|lašketa|laške/ta, -nen,  -n'in; -nou, -n'(i); -tau,-t't'ii|облениться|laiskistua||||||
lašketa|v.|laškištuda|laškištu/da, -n, -in; -u, -i|облениться|laiskistua||||||
|s.|laškuz|lašku/z ~ -ž, -tt|лень|laiskuus||||||
|s.|laštik I|(Pl) lašt'ši/k, -kan, -kkad; -koid|кухонная лопатка|piirakanpaistopäre||||||
päre|s.|laštik II|lašt'i/kk, -kon, -kkod; -koid|дранка, планка, рейка|leveä päre, säle, liiste, lasta; tiuhtalasta, tiuhtavarpa||||||
ald|s.|lainiž|lai/n'iž ~ lai/neh, -nehen, -n'išt ~ -neht; -nehiden, -nehid|волна|aalto, laine||||||
|s.|laud|laud, -an, -ad; -oid|доска|lauta||||||
|s. dem.|laudaine|lauda/in'e, -ižen, -št; -ižiden, -ižid|дощечка|lauta (pieni), laudanpätkä||||||
|s.|lagi|lag/i, -en, -ed; -id|потолок|välikatto, sisäkatto, laki||||||
|s.|lapp|la/pp, -pan, -ppad; -poid|пряжка, застёжка, брошка; петля|solki (remmissä, pätsissä); silmu, silmukka|(B) remen'is on lapp|у ремня есть пряжка|nahkavyössä on solki|||
|v.|laskeda|la/skeda, -sken, -škin; -skou, -šk; -skedau |кататься (с горки)|laskea|mäged laskeda|кататься с горки|laskea mäkeä|mäne d'ärvembi laske verkod!|иди дальше от берега спусти сети!|mene järvemmälle (selälle kauemmas) laske verkot!
vierda|v. refl.|laskedakse|(B) laskezeta, laskezou, laškiihe; (Td) laskedaze, laskezou, laškiihe|опускаться, ложиться|laskeutua, laskea||||||
lava|s.|lattij|la/t't'ii ~  (Td) la/t'e, -t't'an, -t't'ad; -t't'oid|пол|lattia||||||
|a.|lačč|la/čč, -čun, -ččud; -čuid|ровный|tasainen||||||
|s.|lengoine|lengo/in'e, -ižen, -št; -ižiden, -ižid|палочка в силках|ansan selkäpuu, selkosin, ansan selkoin, ansan orsi, rihmavirpa (linnun pyydyksessä)||||||
lodmandeh|s.|lodm|lodm, -an, -ad; -id|низина, лощина|lotma, alho, kallioiden välinen notko||||||
lodm|s.|lodmandeh|lodmandeh, -en, -t; -id|ложбинка|notkelma||||||
luht|s.|liädž|liäd'ž, -än, -äd; -öid|лужа|lätäkkö, lammikko||||||
veziluht|s. yhd.|veziliädž|veži/liäd'ž|водяная лужа|vesilammikko|vežiliäd'žäz lotoid on|в воодяной луже водятся лягушки|vesilammikossa on sammakoita|||
|v.|logata|loga/ta, -dan, -žin|харкать|sylkeä räkää, sylkeä limaa, rykiä näljää||||||
|v. mom.|lohkaita|lohkai/tta, -dan, -žin|преломить (хлеб), расколоть|lohkaista, taittaa, murtaa (leipää)||||||
|s.|lohkoi|lohkoi, -n, -d|реповый суп|naurislohko, nauriskeitto||||||
edahan|adv.|loitton|loitton|далеко (где)|kaukana||||||
|s.|loim|loi/m, -men, -nd; -mid|основа (ткацкая), пряжа для основы|loimi (kankaassa)||||||
|v.|loimuttada|loimu/ttada, -tan, -t'in|хлопнуть (дверью)|paukuttaa (ovea), jyskyttää||||||
edahanpiä|adv. yhd.|loittonpiä|loittom/piäi|издалека, издали|kaukaa||||||
edahaks(piä)|adv.|loittoze|loittoze|далеко (куда)|kauas||||||
|s.|lomu|lomu, -ud, -id|хлам, рухлядь, лом|romu, hylkytavara, joutava roska, kenkärajat||||||
|s.|lopp|lo/pp, -pun, -ppud|конец|loppu||||||
|s.|lötöi|lo/toi, -toin, -toid; -ttoloiden, -ttoloid|лягушка|sammakko|vežiliäd'žäz lotoid on|в воодяной луже водятся лягушки|vesilammikossa on sammakoita|||
lipsuttada, vadvoda, vidoda|v.|loukuttada|louku/ttada, -tan, -t'in|мять лён, трепать лён|loukuttaa (pellavia)||||||
lips, vidim|s.|loukim|lou/kin, -kkimen, -kind; -kkimid|трепало, льномялка|pellavaloukku||||||
reig|s.|louk|lou/kk, -kun, -kkud;  -kuiden, -kuid|отверстие, дыра, прореха|reikä, loukko, lovi|sverlal kaivetau loukkud|сверлом сверлят дырку|poralla porataan reikää|||
klokuttada, lovaiduttada|v.|lovaidoittada|lovaidoi/ttada, -tan, -t'in|стукать, грохотать|kolistella, kolauttaa||||||
|v.|losnida|los'n'i/da, -u, -i|блестеть, сиять|loistaa, kiiltää||||||
louk|s. dem.|loukuine|louku/in'e, -ižen, -št; -ižid|дырочка|reikä (pieni), loukko (pieni), lovi||||||
|s.|loga|loga, -n, -d|слизь|lima, räkä||||||
|s.|lohi|loh/i, -en, -t; -iden, -id|лосось|lohi||||||
|v.|loppida|lo/ppida, -pin, -piin; -ppiu; -pitau|перестать, заканчивать, уничтожать|lopettaa, päättää, tuhota, hävittää||||||
no|postp.|luo|lu ~ lü ~ (M) luo|у, к|luona, luo|kod'il lu|у дома|talon luona|||
luo|postp.|no|nu ~ nü|у, к|luona, luo|šinun nu|у тебя|sinun luonasi|||
virz|s.|luapot'|luapo/t't', -t'in, -t't'id|лапоть|tuohikenkä (umpinainen)||||||
|v. refl.|luadidakse|luad'i/zetta, -zen, -žin|сделаться, договориться|sopia, tehdä sopimus|luad'izemme keskenää|мы договоримся друг с другом|sovimme keskenämme (kaupassa)|||
|s.|luaskavuz|luaskavu/z, -tt|ласковость, податливость|anteliaisuus||||||
|a.|luaskav|luaska/u, -van, -vad; -void|ласковый, щедрый, дружелюбный|antelias, ystävällinen, lempeä||||||
purn|s.|luar'|luar', -in, -id; -iid|ларь, закром|laari, purnu, säilöarkku, siemenjyvähinkalo, jauhohinkalo||||||
maim|s.|ludžu|lud'žu, -n, -d; -id|малёк, мелкая рыба|pieni kana||||||
|s.|lugu|lugu, -n, -d; -id|счёт, число, количество|tili, määrä||||||
laim, liädž|s.|luht|luht, -an, -ad; -tid|лужа|luhta, lätäkkö, rapakko, luhtaniitty, luhtaheinä, suonniemi||||||
veziliädž|s. yhd.|veziluht|(B, Td) veži/luht|водяная лужа, пруд|vesilätäkkö, vesilammikko|(Td) vežiluhtass eletäu sorzad|в пруду обитают утки|vesilammikossa pesivät sorsat|||
|hn.|Lukoi|Lukoi, -n, -d|Лукерья|Lukerja, Lukena||||||
|a.|lumikaz|lumi/kaz, -kkahan, -kast; -kkahid|снежный, заснеженный|luminen, runsasluminen, lumi-||||||
|v.|luoda|luo/da, -n, -in; -dau, -d'ii|кидать в кучу; метать (стог); сновать основу|luoda (kangasta); tehdä suova; luoda, ajaa lantaa kuormaan; nostaa nautiita maasta|luoda kangast|сновать основу|luoda kangasta|||
|s. yhd.|luotimvicc|luot'in/vičč|крепление отвала сохи|luotinvitsa (aatrassa)||||||
|s.|luod|luod, -on, -od; -oid|луда, риф; отмель|luoto||||||
|s.|luodeh|luodeh, -en, -t|запад|länsi||||||
|s.|luog|luog, -on, -od; -oid|скошенное сено|luoko, heinä niitettynä, karhe||||||
|s. yhd.|luotimbalk|luot'imbal/k, -kan, -kkad, -koid|палка для крепления отвала сохи|luotinpalikka (aatrassa)||||||
|s.|luotim|luo/t'in ~ t't'im, -t't'imen, -t'ind; -t't'imid |отвал сохи|aatran luotin, auran luotin||||||
lude|s.|lutik|lut'i/kk, -kan, -kkad; -koid|клоп|lutikka, lude||||||
čirittajaine, tepoi|s. yhd.|lut'oikat'oi|lut'oi/kat'oi|кузнечик|heinäsirkka||||||
|s. dem.|luzikaine|lužika/in'e, -ižen, -št; -ižiden, -ižid|ложечка|lusikka (pieni), teelusikka, uistimen lusikka||||||
|s.|luzik|luži/kk, -kan, -kkad; -koid|ложка|lusikka||||||
|s. dem.|lulluine|lullu/in'e, -ižen, -št; -ižiden, -ižid|свистулька|savikukko (soitin)||||||
|v.|lugeda|lug/eda, -en, -in; -ou; -ed'ii |читать; считать|lukea; laskea, hokea; pitää jonakin||||||
|a.|luja|luj/a, -an, -ad; -id|твёрдый, устойчивый|luja||||||
lujas(ti) |adv.|lujali|lujal'i|крепко, прочно|lujasti, vahvasti, varmasti||||||
|s.|lukk|lu/kk, -kun, -kkud; -kuid|замок|lukko||||||
lukuttada|v.|lukuta|lu/kuta, -kkadan, -kkužin|замыкать, закрывать на замок|lukita||||||
|s.|lumi|lu/mi, -men, -nd; -mid|снег|lumi|(Td) pakaižel lumi vid'žižöu|на морозе снег скрипит|pakkasella lumi narskuu|||
|s. yhd.|liisocc|liis/očču|со звёздочкой на лбу (корова)|laukkiotsa, laukkipää, piirtopää, valkea merkki lehmän otsassa|liisočču lehm|корова со звёздочкой на лбу|laukkiotsainen lehmä|||
|s.|luu|luu, -n, -d; luiden, luid|кость|luu||||||
lauk|s.|luuk|luu/kk, -kan, -kkad; -kkid|лук (растение)|sipuli, laukka||||||
|s. yhd.|kellrihm|kel/rihm|ремешок для ботала|kellohihna, kellonkannin (tuohinen, hihnainen)||||||
kell|s. dem.|kelloine|kello/in'e, -ižen, -št; -ižid|колокольчик, бубенчик|kello (pieni)||||||
|a.|köüh|k'öuh, -än, -äd; -id|бедный|köyhä||||||
grüühäd|s.|küük|k'üu/k, -kän, -kkäd; -kkid; (B, Td, Pl) küu/kk ~ küü/kk, -kän, -kkäd; (B, Td) -kid|городок; городки (игра)|kyykkä, nopo, pyöreä puun kappale; kyykkäpeli|k'üukkii kižatau|в городки играют|kyykkää pelataan|(B) viäta küukkää|играть в городки|pelata kyykkää
|s.|küük||||(M) lähtä kiukkää|пойти играть в городки|mennä pelaamaan kyykkää|||
|s.|küünäl|k'üun'ä/l, -len, -ld; -l'id|слеза|kyynel||||||
|s.|püüd|p'üud, -ön, -öd; -öid|ловля|pyytö, pyynti, kalanpyytö||||||
|s.|püü|p'üu, -n, -d; püid|рябчик|pyy||||||
|s.|vicc|vi/čč, -čan, -ččad; -čoid |вица|vitsa||||||
|s.|luad|luad, -un, -dud; -duid|лад|laatu||||||
|s.|arg II|ar'g, argen, arged|мясоед, скоромное время; скоромная пища|paastoton aika; paastona kielletty ruoka||||||
barb, ongruag|s.|ruag|ruag, -an, -ad; -oiden, -oid|шест, тростина, вица (толстая), тонкая палка, удилище|ongenpahla, onkivapa, paksu vitsa, salko ||||||
|a. komp.|boičemb|boičembi|более бойкий|taitavampi, sukkelampi, ketterämpi||||||
|s.|buab|buab, -an, -ad|бабушка|isoäiti, mummo; lapsenpäästäjävaimo, kätilö||||||
duumaita|v.|duumaida|duumaida, -n, -in|думать|ajatella, miettiä, arvella||||||
|part. yhd.|iele|eule ~ (N) eile|нет|ei ole|eule d'oudod hällei|ему недосуг|hän ei jouda|||
|s.|verk|ver/kk, -kon, -kkod; -koid|сеть, сетка|verkko|mäne d'ärvembi laske verkod!|иди дальше от берега спусти сети!|mene järvemmälle (selälle kauemmas) laske verkot!|||
|s.|viest'|vieš/t', -čid |весть|viesti, sanoma, tieto||||||
|s.|Ill'|Il'l', -an|Илья (пророк)|Elia (profeetta); ukkonen|pühä Ill' gromiu|святой Илья гремит|ukkonen (pyhä Elia) jyrisee|||
|s.|leib|leib, -än, -äd; -id|хлеб|leipä, leipävilja|haukid leibäd, kudam d'iäu palain'e, se on hambaspala|откусишь хлеба, тот кусочек, который остнается, и есть откушенный кусок|haukot leipää, se pala, joka jää, on haukkapala|||
|s. |vihm|vihm, -an, -ad; -oid|дождь|sade, vesisade|heit't'äu vihman|перестанет дождить|lakkaa satamasta|d'ogez veži šeižuu laimoil'l'ai vihman edel|в реке вода стоит спокойно перед дождём|joessa vesi seisoo tyynesti ennen sadetta
hellittada|v.|hellida|hel'l'i/dä, -n, -in|забрасывать монету в ямку (играть)|saada raha kuoppaan (heittämällä rahapelissä)||||||
oi, voi|interj.|o|o|о, ой|oi|o hospod'i Iisus!|о, Господи Иисусе!|oi, Herra Jeesus!|||
|s.|Iisus|Iisus|Иисус|Jeesus|o hospod'i Iisus!|о, Господи Иисусе!|oi, Herra Jeesus!|||
|s. yhd.|kirvezvarz’|kirvez/varž|топорище|kirvesvarsi|huabuščin kirvezvarden|я сделал заготовку для топорища|hahmotin kirvesvarren|||
|adv.|huondeksel|huonduksel ~ huondeksel|утром|aamulla|zor'at'iäht' paštau ildal i huonduksel|утренняя звезда светит вечером и утром|kointähti loistaa illalla sekä aamulla|||
|s. mon.|huogamed|huogam/ed, -iden, -id|ноздри|sieraimet||||||
hüvä|a. komp.|paremb|par'emb ~ -i, -an, -ad; -id|более хороший|parempi||||||
|a. sup.|paraz|para/z, -han, -st; -hid|лучший|paras||||||
|a.|karvalline|karval'l'i/n'e, -žen, -št; -žid|цвета, -цветный|värinen||||||
itkud|s.|itk|itk, -un, -ud; -id|плач, причитание|itku, itkuvirsi|itkedäu itkuid|причитывают|itketään itkuvirsiä|||
pitk|a.|pitemb|pit'emb ~ -i|более длинный|pidempi||||||
|s.|tedr'|t'edr, -en, -ed; -id|тетерев|teeri||||||
|s. yhd.|pertinižand|per't’in/ižand|домовой|tuvanhaltia||||||
|s. yhd.|külünižand|külün/ižand|баенник|saunanhaltia||||||
|s. yhd.|mecanižand|mečän/ižand|дух леса, леший|metsänhaltia||||||
|s. yhd.|tahnanižand|tahnan/ižand|дворовой|navetanhaltia||||||
|s. yhd.|vedenižand|veden/ižand|дух воды, водяной|vedenhaltia, vetehinen||||||
|a.|ilmaine|ilma/in’e, -ižen, -št; -ižid|вечный|maailman, ilmoinen||||||
ehtal|s.|ildal|ildal|вечером|illalla|zor'at'iäht' paštau ildal i huonduksel|утренняя звезда светит вечером и утром|kointähti loistaa illalla sekä aamulla|||
kangaz, stavinad|s. yhd. mon.|kangazpuud|kangas/puud|ткацкий станок|kangaspuut; loinpuut|kangaspuil kangast kudotau|на ткацком станке ткут ткань|kangaspuilla kangasta kudotaan|||
kauti, kavati, siiriči|postp.|kaute|kaut'e|через|kautta, välitse, ohitse||||||
kalž|s. mon.|kalžud|kal'žu/d, -id, -iden|обмотки (женские)|naisten kaskisäärykset||||||
kehäine|s.|kehä|(Td, N) keh/ä, -n, -d; -id|катушка|kehä, kerä||||||
kerinlaudad|s. yhd.|kerimlaud|keri/laud|вороб|kerinlauta, kerinpuu||||||
kičkodeltakse|v. frekv.|kičkodelta|kičkode/lda, -len, -l'in; -ldau, -l'd'ii|потягиваться|kiskotella||||||
kivilaud|s. yhd. dem.|kivilaudaine|kivi/laudain'e|основание жернова|lauta käsikivien alla||||||
|s.|kiäm|kiäm, -ün, -üd; -üid|катушка|käämi, puola|kiämkodal kiämütettäu langad kiämükš|скальницей наматывают нитки на катушку|käämikodal kiämitetään langat puolaan|||
kokoi|s. yhd.|kokoi/lind|kokoi/l'ind|птица-орёл|kotka||||||
